,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
35,아쿠아맨,미국,"미국,호주",워너브러더스 코리아(주), 제임스 완,,,,,,, 제이슨 모모아, 앰버 허드, 니콜 키드먼, 패트릭 윌슨, 윌렘 대포, 돌프 룬드그렌,,,,,,,,,,,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44113636704,5038154,2443,105005,미국,6,1,12세 관람가,143, 액션  모험  sf 
36,드래곤 길들이기 3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 딘 데블로이스,,,,,,, 제이 바루첼, 아메리카 페레라, 케이트 블란쳇, 키트 해링턴, 크레이그 퍼거슨, F. 머레이 아브라함,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12346432876,1507922,971,42407,미국,6,1,전체 관람가,104,    애니메이션  모험 
37,나의 특별한 형제,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 육상효,,,,,,, 신하균, 이광수, 이솜,,,,,,,,,,,,,,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12081618074,1478156,936,49927,한국,3,1,12세 관람가,114,    드라마  코미디 
38,어스,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 디파 메타,,,,,,, 마이아 세스나, 난디타 다스,,,,,,,,,,,,,,,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12586771104,1475087,1132,58522,미국,2,1,NA,116, 스릴러 
39,말레피센트 2,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 요아킴 뢰닝,,,,,,, 안젤리나 졸리, 엘르 패닝, 미셸 파이퍼,,,,,,,,,,,,,,10,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12191395690,1444952,1108,63768,미국,3,1,12세 관람가,119,   판타지 
40,유열의 음악앨범,한국,한국,CGV아트하우스, 정지우,,,,,,, 김고은, 정해인,,,,,,,,,,,,,,,8,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10233455040,1245532,1078,59626,한국,2,NA,12세 관람가,122,   멜로/로맨스  드라마 
41,퍼펙트맨,한국,한국,(주)쇼박스, 마크 로즈만,,,,,,, 힐러리 더프, 헤더 로클리어,,,,,,,,,,,,,,,10,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10311352770,1240022,894,50055,한국,2,1,12세 관람가,96, 코미디  드라마   멜로/로맨스 
42,포드 V 페라리,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 제임스 맨골드,,,,,,, 맷 데이먼, 크리스찬 베일,,,,,,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10612013680,1208407,986,40175,미국,2,1,12세 관람가,152,    액션  드라마 
43,생일,한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9885147340,1197565,878,71797,한국,0,1,NA,120, 드라마 
44,"힘을 내요, 미스터 리",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 이계벽,,,,,,, 차승원, 엄채영, 박해준,,,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9930518906,1181960,990,41831,한국,3,1,NA,111,      코미디 
45,항거:유관순 이야기,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 조민호,,,,,,, 고아성, 김새벽, 김예은, 정하담, 류경수,,,,,,,,,,,,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9291455101,1157949,1094,46159,한국,5,1,12세 관람가,105,   드라마 
46,장사리 : 잊혀진 영웅들,한국,한국,워너브러더스 코리아(주), 곽경택, 김태훈,,,,,, 김명민, 최민호, 김성철, 김인권, 곽시양,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8997921050,1140876,1090,47821,한국,5,1,12세 관람가,104,      전쟁 
47,마이펫의 이중생활 2,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 크리스 리노드,,,,,,, 패튼 오스왈트, 케빈 하트, 제니 슬레이트, 에릭 스톤스트릿, 티파니 해디쉬, 레이크 벨, 해리슨 포드,,,,,,,,,,7,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8512902825,1114949,933,30858,미국,7,1,전체 관람가,85,    애니메이션  모험  코미디 
48,롱 리브 더 킹: 목포 영웅,한국,한국,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다", 강윤성,,,,,,, 김래원, 원진아, 진선규, 최귀화,,,,,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9228798910,1094404,965,38839,한국,4,NA,NA,118,        액션 
49,쥬만지: 넥스트 레벨,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 제이크 캐스단,,,,,,, 드웨인 존슨, 잭 블랙, 케빈 하트, 카렌 길런,,,,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8774663410,1054963,1195,42083,미국,4,1,12세 관람가,122,    액션  모험 
50,존 윅 3: 파라벨룸,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온", 채드 스타헬스키,,,,,,, 키아누 리브스,,,,,,,,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8205015858,1004365,849,29819,미국,1,NA,청소년 관람불가,131,      액션  범죄  스릴러 
51,천문: 하늘에 묻는다,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 허진호,,,,,,, 최민식, 한석규,,,,,,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808242950,965624,1198,25734,한국,2,1,12세 관람가,NA,    
52,나랏말싸미,한국,한국,메가박스중앙(주)플러스엠, 조철현,,,,,,, 송강호, 박해일, 전미선,,,,,,,,,,,,,,7,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7871240823,958775,1211,39206,한국,3,NA,전체 관람가,110, 드라마 
53,엑스맨: 다크 피닉스,미국,미국,이십세기폭스코리아(주), 사이먼 킨버그,,,,,,, 제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스, 니콜라스 홀트, 소피 터너, 타이 쉐리던, 에반 피터스, 제시카 차스테인,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7649216640,862744,991,29386,미국,8,1,12세 관람가,114,    액션  모험  sf 
54,맨 인 블랙: 인터내셔널,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, F. 게리 그레이,,,,,,, 크리스 헴스워스, 테사 톰슨,,,,,,,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7464209570,851917,1151,40520,미국,2,1,NA,115,      액션 
55,레드슈즈,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 안나 포드칼스카,,,,,,,,,,,,,,,,,,,,,,,7,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103833190,817729,717,20376,한국,0,1,NA,92, 멜로/로맨스 
56,뽀로로 극장판 보물섬 대모험,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 김현호, 윤창섭,,,,,, 이선, 이미자, 김현지, 홍소영, 정미숙, 김서영, 김환진, 남도형, 정승욱, 이장원, 황창영,,,,,,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5886383900,766843,797,20075,한국,11,1,전체 관람가,79,    모험 애니메이션 
57,캣츠,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유), 피터 보그다노비치,,,,,,, 커스틴 던스트, 캐리 엘위스, 에드워드 허먼, 에디 이자드, 조안나 럼리, 빅터 슬레작, 제니퍼 틸리,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6093167690,728328,1143,22732,미국,7,1,NA,109, 뮤지컬 
58,보헤미안 랩소디,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)", 브라이언 싱어,,,,,,, 라미 말렉, 루시 보인턴, 귈림 리, 벤 하디, 조셉 마젤로,,,,,,,,,,,,10,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86280975785,9948386,1911,232226,미국,5,1,12세 관람가,134,   드라마 
59,명탐정 피카츄,미국,미국,워너브러더스 코리아(주), 롭 레터맨,,,,,,, 라이언 레이놀즈, 저스티스 스미스,,,,,,,,,,,,,,,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5730788546,686809,817,25776,미국,2,1,전체 관람가,104,   액션  모험  코미디 
60,신비아파트 극장판 하늘도깨비 대 요르문간드,한국,한국,(주)씨제이이엔엠, 변영규,,,,,,, 조현정, 양정화, 김영은, 김채하,,,,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5299942440,672122,841,13762,한국,4,1,전체 관람가,97,      애니메이션 
61,나이브스 아웃,미국,미국,(주)올스타엔터테인먼트, 라이언 존슨,,,,,,, 다니엘 크레이그, 크리스 에반스, 아나 디 아르마스, 제이미 리 커티스, 토니 콜렛, 마이클 섀넌, 돈 존슨, 키스 스탠필드, 캐서린 랭포드, 제이든 마텔, 크리스토퍼 플러머,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5648860210,667411,686,24205,미국,11,NA,12세 관람가,130,   미스터리  스릴러 
62,샤잠!,미국,미국,워너브러더스 코리아(주), 데이비드 F. 샌드버그,,,,,,, 제커리 레비, 애셔 앤젤,,,,,,,,,,,,,,,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5743398797,657294,1148,45003,미국,2,1,12세 관람가,132, 액션  판타지  sf 
63,날씨의 아이,일본,일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)", 신카이 마코토,,,,,,, 심규혁, 김유림, 최한, 강은애, 이장원, 손정아, 다이고 코타로, 모리 나나, 오구리 슌, 혼다 츠바사, 히라이즈미 세이,,,,,,10,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5413288410,655876,716,28802,기타,11,NA,NA,NA,     
64,나를 찾아줘,한국,한국,워너브러더스 코리아(주), 데이빗 핀처,,,,,,, 벤 애플렉, 로자먼드 파이크,,,,,,,,,,,,,,,11,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5117014620,645082,875,29475,한국,2,1,15세 관람가,82,   미스터리  드라마 
65,광대들: 풍문조작단,한국,한국,워너브러더스 코리아(주), 김주호,,,,,,, 조진웅, 손현주, 박희순, 고창석, 김슬기, 윤박, 김민석,,,,,,,,,,8,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5228976088,637461,806,29048,한국,7,1,12세 관람가,108,   드라마 
66,그것: 두 번째 이야기,미국,미국,워너브러더스 코리아(주), 안드레스 무시에티,,,,,,, 빌 스카스가드, 제임스 맥어보이, 제시카 차스테인,,,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5112010367,591346,999,25622,미국,3,1,15세 관람가,169,     스릴러 
67,극장판 헬로카봇 : 달나라를 구해줘!,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 최신규, 김진철,,,,,, 이지현, 김용준, 양정화, 조경이,,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4579618150,590413,889,20852,한국,4,1,전체 관람가,76,       애니메이션 
68,극장판 헬로카봇: 옴파로스 섬의 비밀,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 최신규, 김진철,,,,,, 이지현, 김용준,,,,,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4485953140,575362,752,15827,한국,2,1,전체 관람가,78,       애니메이션 
69,이스케이프 룸,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 피터 듀크스,,,,,,, 크리스틴 돈런, 랜디 웨인, 스키트 울리치,,,,,,,,,,,,,,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5007420664,563114,850,29219,미국,3,1,15세 관람가,88,   액션  공포  스릴러 
70,양자물리학,한국,한국,(주)메리크리스마스, 이성태,,,,,,, 박해수, 서예지, 김상호, 김응수, 변희봉, 김영재, 이창훈,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4536436380,554939,799,25296,한국,7,NA,15세 관람가,119, 범죄 
71,애드 아스트라,미국,미국,이십세기폭스코리아(주), 제임스 그레이,,,,,,, 브래드 피트,,,,,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4518393460,513375,853,27816,미국,1,1,12세 관람가,123,   sf  스릴러 
72,47미터 2,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹", 요하네스 로버츠,,,,,,, 소피 넬리스, 시스틴 로즈 스탤론, 브리안느 쥬, 코린 폭스,,,,,,,,,,,,,8,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3846315153,501934,649,24027,미국,4,NA,15세 관람가,90,   공포  스릴러 
73,PMC: 더 벙커,한국,한국,(주)씨제이이엔엠, 김병우,,,,,,, 하정우, 이선균,,,,,,,,,,,,,,,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14024838424,1671548,1974,49806,한국,2,1,15세 관람가,124,    액션 
74,애나벨 집으로,미국,미국,워너브러더스 코리아(주), 게리 도버먼,,,,,,, 패트릭 윌슨, 베라 파미가, 맥케나 그레이스, 매디슨 아이스먼,,,,,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3993147140,481766,653,16619,미국,4,1,15세 관람가,106,   공포  미스터리  스릴러 
75,감쪽같은 그녀,한국,한국,메가박스중앙(주)플러스엠, 허인무,,,,,,, 나문희, 김수안,,,,,,,,,,,,,,,12,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3594862790,469296,761,24843,한국,2,NA,전체 관람가,104,   드라마 
76,글래스,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 스콧 힉스,,,,,,, 필립 글래스,,,,,,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4277452982,466475,837,24194,미국,1,1,NA,129, 드라마 
77,그린 북,미국,미국,CGV아트하우스, 피터 패럴리,,,,,,, 비고 모텐슨, 마허샬라 알리,,,,,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631254060,434899,398,18244,미국,2,NA,NA,130,   드라마 
78,장난스런 키스,대만,대만,"오드,(주)홈초이스",,,,,,,,,,,,,,,,,,,,,,,,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3501463050,428009,532,20458,기타,0,NA,12세 관람가,122,   멜로/로맨스 
79,해피 데스데이 2 유,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 크리스토퍼 랜던,,,,,,, 제시카 로테, 이스라엘 브로우사드, 피 부,,,,,,,,,,,,,,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3437809200,412850,657,18254,미국,3,1,NA,100,     공포 
80,극장판 공룡메카드: 타이니소어의 섬,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 최신규, 유재운,,,,,, 김서영, 엄상현, 안현서, 김장,,,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3140220420,410132,763,15121,한국,4,1,NA,70,      멜로/로맨스 
81,범블비,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,12,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13090949707,1561643,1782,44459,미국,0,1,12세 관람가,114, 액션  모험  sf 
82,제미니 맨,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, 이안,,,,,,, 윌 스미스,,,,,,,,,,,,,,,,10,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295969230,387342,845,26044,미국,1,1,NA,117,   액션 
83,고질라: 킹 오브 몬스터,미국,미국,워너브러더스 코리아(주), 마이클 도허티,,,,,,, 밀리 바비 브라운, 베라 파미가, 카일 챈들러,,,,,,,,,,,,,,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3085036318,359041,923,15867,미국,3,1,12세 관람가,132,     액션  모험  sf 
84,덤보,미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 벤 샤프스틴, 사무엘 암스트롱, 노먼 퍼거슨, 윌프레드 잭슨, 잭 키니, 빌 로버츠, 존 엘리엇, 스테링 할러웨이, 허먼 빙, 버나 펠턴, 빌리 블레처,,,,,,,,,,,,,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775096512,345521,797,17627,미국,4,1,12세 관람가,113, 드라마 
85,러브 유어셀프 인 서울,한국,한국,씨제이 씨지브이(CJ CGV)(주), RM, 진, 슈가, 제이홉, 지민, 뷔, 정국,,,,,,,,,,,,,,,,,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3209682900,342366,224,4535,한국,0,1,전체 관람가,113,     
86,브링 더 소울 : 더 무비,한국,한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사", 박준수,,,,,,, RM, 진, 슈가, 제이홉, 지민, 뷔, 정국,,,,,,,,,,8,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2902500310,336074,569,10199,한국,7,1,NA,101,        다큐멘터리 
87,아담스 패밀리,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유), 그렉 티어난, 콘래드 버논,,,,,, 오스카 아이삭, 샤를리즈 테론, 클로이 모레츠, 닉 크롤, 제이본 워너 월튼, 스눕 독, 빌 헤이더,,,,,,,,,,11,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636891140,329955,802,11242,미국,7,1,전체 관람가,93,   애니메이션  코미디  가족 
88,헬보이,미국,미국,메가박스중앙(주)플러스엠, 길예르모 델 토로,,,,,,, 론 펄먼, 존 허트, 셀마 블레어, 루퍼트 에반스, 카렐 로든, 제프리 탬버,,,,,,,,,,,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777106321,323198,726,26507,미국,6,NA,15세 관람가,122, sf  액션  모험 
89,예스터데이,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,9,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580213100,306332,816,23340,미국,0,1,15세 관람가,122, 액션  sf 
90,천로역정: 천국을 찾아서,미국,미국,"(재)CBS,주식회사 마운틴픽쳐스", 로버트 페르난데스,,,,,,, 존 라이스 데이비스, 벤 프라이스,,,,,,,,,,,,,,,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202838010,296588,381,8329,미국,2,NA,전체 관람가,113,    애니메이션  모험 
91,미성년,한국,한국,(주)쇼박스, 김윤석,,,,,,, 염정아, 김소진, 김혜준, 박세진, 김윤석,,,,,,,,,,,,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2494615950,293352,673,27314,한국,5,1,15세 관람가,96, 드라마 
92,배심원들,한국,한국,CGV아트하우스, 홍용호,,,,,,, 장유, 김가빈, 고서희,,,,,,,,,,,,,,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306806090,288579,784,20271,한국,3,NA,NA,114, 드라마 
